,pmid,aff,country
1578,29437277,"""Melbourne Sexual Health Centre, Central Clinical School, Monash University, Melbourne, Australia.""",Australia
1579,29437277,"""Infection and Immunity Program, Biomedicine Discovery Institute &amp; Department of Biochemistry and Molecular Biology, Monash University, Clayton, Australia.""",Australia
1580,29437277,"""Department of Microbiology and Immunology, Peter Doherty Institute for Infection and Immunity, The University of Melbourne, Parkville, Australia.""",Australia
1581,29437277,"""ARC Centre of Excellence in Convergent Bio-Nano Science and Technology, University of Melbourne, Parkville, Australia.""",Australia
1582,29437277,"""The Jenner Institute, Target Discovery Institute Mass Spectrometry Laboratory, University of Oxford, Oxford, UK.""",United Kingdom
1583,29437277,"""Burnet Institute, Melbourne, Australia.""",Australia
1584,29437277,"""Institute of Infection and Immunity, Cardiff University School of Medicine, Cardiff, UK.""",United Kingdom
1585,29437277,"""ARC Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton, Australia.""",Australia
1586,29429978,"""Diabetes Unit, Department of Medicine, Surgery and Neuroscience, University of Siena, and Fondazione Umberto di Mario ONLUS, Toscana Life Sciences, Siena, Italy.""",Italy
1587,29429978,"""Department of International Health, Immunology and Microbiology, Panum Institute, Copenhagen, Denmark.""",Denmark
1588,29429978,"""Division of Infection and Immunity, Cardiff University School of Medicine, Cardiff, UK.""",United Kingdom
1589,29429978,"""Assistance Publique H\xc3\xb4pitaux de Paris, Laboratoire d&#x27;Immunologie et Histocompatibilit\xc3\xa9, H\xc3\xb4pital Saint-Louis, Paris, France.""",France
1590,29429978,"""INSERM, U1016, Cochin Institute, Paris, France.""",France
1591,29429978,"""Assistance Publique H\xc3\xb4pitaux de Paris, Service de Diab\xc3\xa9tologie, Cochin Hospital, Paris, France.""",France
1592,29429978,"""Centre Hospitalier de Versailles Andr\xc3\xa9 Mignot, Service de Diab\xc3\xa9tologie, Le Chesnay, France.""",France
1593,29429978,"""CNRS, UMR8104, Cochin Institute, Paris, France.""",France
1594,29429978,"""INSERM, U1135, CIMI-Paris, Paris, France.""",France
1595,29429978,"""INSERM, U1016, Cochin Institute, Paris, France. roberto.mallone@inserm.fr.""",France
1596,29429978,"""CRTD-DFG Research Center for Regenerative Therapies Dresden, Medical Faculty, Technische Universit\xc3\xa4t Dresden, Dresden, Germany.""",Germany
1597,29429978,"""Division of Developmental Immunology, German Cancer Research Center (DKFZ), Heidelberg, Germany.""",Germany
1598,29429978,"""Barbara Davis Center for Diabetes and Integrated Department of Immunology, University of Colorado Denver Anschutz Medical Campus, Aurora, CO 80045, USA.""",United States
1599,29429978,"""Benaroya Research Institute, Translational Research Program, Seattle, WA 98101, USA.""",United States
1600,29429978,"""Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA.""",United States
1601,29429978,"""Pierre et Marie Curie Paris 6 University, Sorbonne Paris Cit\xc3\xa9, D\xc3\xa9partement Hospitalo-Universitaire FAST, CR7, Centre d&#x27;Immunologie et des Maladies Infectieuses (CIMI-Paris), Paris, France.""",France
1602,29429978,"""Institut f\xc3\xbcr Medizinische Informatik und Biometrie, Medical Faculty, Technische Universit\xc3\xa4t Dresden, Dresden, Germany.""",Germany
1603,29429978,"""Diabetes Research Institute, IRCCS San Raffaele Scientific Institute, Milan, Italy.""",Italy
1604,29429978,"""Paris Descartes University, Sorbonne Paris Cit\xc3\xa9, Paris, France.""",France
1605,29343547,"""Center for Molecular Biology of Heidelberg University (ZMBH), DKFZ-ZMBH Alliance, Heidelberg, Germany.""",Germany
1606,29343547,"""Institute of Biomedical and Clinical Science, University of Exeter Medical School, Exeter, U.K.""",United Kingdom
1607,29343547,"""Department of Immunohematology and Blood Transfusion, Leiden University Medical Center, Leiden, the Netherlands.""",Netherlands
1608,29343547,"""Department of Immunobiology, Faculty of Life Sciences and Medicine, King&#x27;s College London, London, U.K. dk480@cam.ac.uk.""",United Kingdom
1609,29343547,"""Department of Immunobiology, Faculty of Life Sciences and Medicine, King&#x27;s College London, London, U.K.""",United Kingdom
1610,29343547,"""National Institute for Health Research, Biomedical Research Centre at Guy&#x27;s and St. Thomas&#x27; Hospital Foundation Trust and King&#x27;s College London, London, U.K.""",United Kingdom
1611,29531227,"""Department of Biochemistry &amp; Genetics, La Trobe Institute of Molecular Science, La Trobe University, Bundoora, VIC, 3086, Australia. weisan.chen@latrobe.edu.au.""",Australia
1612,29531227,"""Institute of Infection and Immunity, Cardiff University School of Medicine, Heath Park, Cardiff, CF14 4XN, UK. jamie.rossjohn@monash.edu.""",United Kingdom
1613,29531227,"""Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, VIC, 3800, Australia. jamie.rossjohn@monash.edu.""",Australia
1614,29531227,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, Monash University, Clayton, VIC, 3800, Australia. jamie.rossjohn@monash.edu.""",Australia
1615,29531227,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, Monash University, Clayton, VIC, 3800, Australia.""",Australia
1616,29531227,"""Department of Biochemistry &amp; Genetics, La Trobe Institute of Molecular Science, La Trobe University, Bundoora, VIC, 3086, Australia.""",Australia
1617,29531227,"""Department of Microbiology and Immunology, Peter Doherty Institute for Infection and Immunity, The University of Melbourne, Parkville, VIC, 3010, Australia.""",Australia
1618,29531227,"""Olivia Newton-John Cancer Research Institute, and School of Cancer Medicine, La Trobe University, Heidelberg, VIC, 3084, Australia.""",Australia
1619,29531227,"""Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, VIC, 3800, Australia.""",Australia
1620,29531227,"""Olivia Newton-John Cancer Research Institute, and School of Cancer Medicine, La Trobe University, Heidelberg, VIC, 3084, Australia. weisan.chen@latrobe.edu.au.""",Australia
1621,29331515,"""Department of Immunology &amp; Microbiology, University of Colorado, Denver, CO, United States.""",United States
1622,29331515,"""University Medical Center, Johannes Gutenberg-University, Mainz, Germany.""",Germany
1623,29331515,"""City of Hope National Medical Center, Duarte, CA, United States.""",United States
1624,29331515,"""Department of Molecular and Medical Genetics, Oregon Health and Science University, Portland, OR, United States. Electronic address: rozanov@ohsu.edu.""",United States
1625,29331515,"""Misvik biology Ltd, Turku, Finland.""",Finland
1626,29331515,"""Oregon State University, Corvallis, OR, United States.""",United States
1627,29331515,"""The NIH Center for Computational Mass Spectrometry, University of California, San Diego, San Diego, CA, United States.""",United States
1628,29331515,"""Electrical and Computer Engineering, University of California, San Diego, CA, United States.""",United States
1629,29331515,"""Department of Immunology, University of Pittsburgh, Pittsburgh, PA, United States.""",United States
1630,29331515,"""National Jewish Medical and Research Center, Denver, CO, United States.""",United States
1631,29331515,"""School of Medicine, Johns Hopkins University, Baltimore, MD, United States.""",United States
1632,29331515,"""Department of Biomedical Engineering, Oregon Health &amp; Science University, Portland, OR, United States.""",United States
1633,29331515,"""Laboratory of Molecular and Tumor Immunology, Chiles Research Institute Providence PDX Medical Center, Portland, OR, United States.""",Chile
1634,29331515,"""Proteomics Shared Resource, Oregon Health and Science University, Portland, OR, United States.""",United States
1635,29331515,"""Department of Biomedical Engineering, Oregon Health &amp; Science University, Portland, OR, United States; Center for Health &amp; Healing, Oregon Health and Science University, Portland, OR, United States.""",United States
1636,29331515,"""Margaret Cancer Centre, Toronto, Ontario, Canada.""",Canada
1637,29331515,"""Neurology and Biochemistry &amp; Molecular Biology, Oregon Health and Science University, Portland, OR, United States.""",United States
1638,29331515,"""Department of Molecular and Medical Genetics, Oregon Health and Science University, Portland, OR, United States.""",United States
1639,29331515,"""Computer Science &amp; Engineering, University of California, San Diego, CA, United States.""",United States
1640,29562882,"""La Jolla Institute for Allergy and Immunology, La Jolla, CA, 92130, USA.""",United States
1641,29562882,"""Novo Nordisk Research Center Seattle, Inc., 530 Fairview Ave N, Seattle, WA, 98109, USA.""",United States
1642,29562882,"""La Jolla Institute for Allergy and Immunology, La Jolla, CA, 92130, USA. jsidney@lji.org.""",United States
1643,29528337,"""Systems Immunity Research Institute, Cardiff University, Cardiff, United Kingdom.""",United Kingdom
1644,29528337,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, and.""",
1645,29528337,"""Australian Research Council Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton, Victoria, Australia.""",Australia
1646,29528337,"""School of Medicine, The University of Queensland, Brisbane, Queensland, Australia.""",Australia
1647,29528337,"""Division of Infection and Immunity, Cardiff University School of Medicine, Cardiff, United Kingdom.""",United Kingdom
1648,29528337,"""QIMR Berghofer Medical Research Institute, Brisbane, Queensland, Australia.""",Australia
1649,29528337,"""Centre for Biodiscovery and Molecular Development of Therapeutics, Australian Institute of Tropical Health and Medicine, James Cook University, Cairns, Queensland, Australia.""",Australia
1650,29528337,"""School of Biomedical Sciences, The University of Queensland, Brisbane, Queensland, Australia.""",Australia
1651,29528337,"""Human Immunology Section, Vaccine Research Center, National Institute of Allergy and Infectious Diseases, NIH, Bethesda, Maryland, USA.""",United States
1652,29528337,"""Griffith University, Brisbane, Queensland, Australia.""",Australia
1653,29632711,"""Biomolecular Interactions, Max Planck Institute for Developmental Biology, T\xc3\xbcbingen, Germany.""",Germany
1654,29632711,"""Quantitative Biology Center, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany.""",Germany
1655,29632711,"""Institute for Cell Biology, Department of Immunology, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany.""",Germany
1656,29632711,"""German Cancer Consortium (DKTK), DKFZ partner site T\xc3\xbcbingen, T\xc3\xbcbingen, Germany.""",Germany
1657,29632711,"""Department of Hematology and Oncology, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany.""",Germany
1658,29632711,"""Applied Bioinformatics, Center for Bioinformatics and Department of Computer Science, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany.""",Germany
1659,29632711,"""Clinical Cooperation Unit Translational Immunology, German Cancer Consortium (DKTK), DKFZ partner site T\xc3\xbcbingen, T\xc3\xbcbingen, Germany.""",Germany
1660,29632711,"""Immatics Biotechnologies GmbH, T\xc3\xbcbingen, Germany.""",Germany
1661,29666167,"""Oncode Institute and Department of Cell and Chemical Biology, Leiden University Medical Center, Leiden, Netherlands j.j.c.neefjes@lumc.nl.""",Netherlands
1662,29666167,"""Department of Immunohematology and Blood Transfusion, Leiden University Medical Center, Leiden, Netherlands.""",Netherlands
1663,29666167,"""Core Research Lab, the Second Affiliated Hospital, School of Medicine, Xi&#x27;an Jiaotong University, Xi&#x27;an, China m.garstka@xjtu.edu.cn.""",China
1664,29666167,"""Center for Proteomics and Metabolomics, Leiden University Medical Center, Leiden, Netherlands.""",Netherlands
1665,29666167,"""Oncode Institute and Department of Cell and Chemical Biology, Leiden University Medical Center, Leiden, Netherlands.""",Netherlands
1666,29666167,"""Department of Cell Biology II, Netherlands Cancer Institute, Amsterdam, Netherlands.""",Netherlands
1667,29666167,"""Oncode Institute and Department of Cell and Chemical Biology, Leiden University Medical Center, Leiden, Netherlands h.ovaa@lumc.nl.""",Netherlands
1668,29666167,"""Department of Hematology, Leiden University Medical Center, Leiden, Netherlands.""",Netherlands
1669,29549963,"""Department of Obstetrics and Gynecology, Linyi People&#x27;s Hospital, Linyi 276000, China.""",China
1670,29549963,"""Department of Public Health, The Third People&#x27;s Hospital of Linyi, Linyi 276023, China.""",China
1671,29549963,"""Department of Urinary Surgery, The Third People&#x27;s Hospital of Linyi, Linyi 276023, China.""",China
1672,29549963,"""Department of Endocrinology and Metabolism, The Third People&#x27;s Hospital of Linyi, Linyi 276023, China. Electronic address: shufali@163.com.""",China
1673,29549963,"""Department of Endocrinology and Metabolism, The Third People&#x27;s Hospital of Linyi, Linyi 276023, China.""",China
1674,29856876,"""Department of Gastroenterology, Graduate School of Medicine, Kanazawa University, Kanazawa, Ishikawa, Japan.""",Japan
1675,29724463,"""Department of Gastroenterology, The Affiliated Taizhou Hospital of Wenzhou Medical University, Taizhou 318000, China.""",China
1676,29724463,"""Department of Gastroenterology, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou 325000, China.""",China
1677,29724463,"""Department of Gastroenterology, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou 325000, China. Electronic address: wzfydw@163.com.""",China
1678,29735483,"""Department of Medicine, Monash University, Central Clinical School, The Alfred Hospital, Melbourne, Victoria 3004, Australia; nicole.mifsud@monash.edu.""",Australia
1679,29735483,"""Department of Microbiology and Immunology, University of Melbourne, Peter Doherty Institute for Infection and Immunity, Parkville, Victoria 3010, Australia.""",Australia
1680,29735483,"""Institute of Infection and Immunity, Cardiff University School of Medicine, Heath Park, Cardiff CF14 4XN, United Kingdom.""",United Kingdom
1681,29735483,"""Infection and Immunity Program, Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, Monash University, Clayton, Victoria 3800, Australia.""",Australia
1682,29735483,"""Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, Victoria 3800, Australia; and.""",Australia
1683,29735483,"""Department of Allergy, Immunology, and Respiratory Medicine, The Alfred Hospital, Melbourne, Victoria 3004, Australia.""",Australia
1684,29735483,"""Department of Medicine, Monash University, Central Clinical School, The Alfred Hospital, Melbourne, Victoria 3004, Australia.""",Australia
1685,29603667,"""Molecular Vaccine Design, German Center for Infection Research (DZIF), Partner Site Heidelberg, Heidelberg, Germany.""",Germany
1686,29603667,"""Department of Biochemistry and Molecular Biology, University of Southern Denmark, Odense M, Denmark.""",Denmark
1687,29603667,"""Division of Stem Cells and Cancer, German Cancer Research Center (DKFZ) and Heidelberg Institute for Stem Cell Technology and Experimental Medicine (HI-STEM), Heidelberg, Germany.""",Germany
1688,29603667,"""Immunotherapy and Immunoprevention, German Cancer Research Center (DKFZ), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany.""",Germany
1689,29603667,"""Massachusetts General Hospital, Center for Cancer Research, Charlestown, MA, USA.""",United States
1690,29508533,"""Institute for Research in Immunology and Cancer.""",
1691,29508533,"""Institute for Research in Immunology and Cancer, Universit\xc3\xa9 de Montr\xc3\xa9al, Montreal, Quebec, Canada.""",Canada
1692,29508533,"""Department of Medicine.""",
1693,29508533,"""Institute for Research in Immunology and Cancer, Universit\xc3\xa9 de Montr\xc3\xa9al, Montr\xc3\xa9al, Qu\xc3\xa9bec, Canada.""",Canada
1694,29632046,"""From the \xe2\x80\xa1Centro de Biolog\xc3\xada Molecular Severo Ochoa (CSIC-UAM), 28049 Madrid, Spain; aldecastro@cbm.csic.es.""",Spain
1695,29632046,"""\xc2\xb6Faculty of Biology, Technion - Israel Institute of Technology, Haifa 32000, Israel.""",Israel
1696,29632046,"""\xc2\xa7Instituto de Inmunolog\xc3\xada, Facultad de Medicina, Universidad Austral del Chile, and Escuela de Tecnolog\xc3\xada M\xc3\xa9dica, Facultad de Salud, Universidad Santo Tom\xc3\xa1s, Valdivia, Chile.""",Chile
1697,29632046,"""From the \xe2\x80\xa1Centro de Biolog\xc3\xada Molecular Severo Ochoa (CSIC-UAM), 28049 Madrid, Spain.""",Spain
1698,29930882,"""Institute for infection and immunity, St George&#x27;s, University of London, London, UK.""",United Kingdom
1699,29930882,"""Department of Immunology, Institute of Cell Biology, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany.""",Germany
1700,29093164,"""Biomolecular interactions, Max Planck Institute for Developmental Biology, 72076 T\xc3\xbcbingen, Germany.""",Germany
1701,29093164,"""Department of Clinical and Experimental Transfusion Medicine, University Hospital of T\xc3\xbcbingen, 72076 T\xc3\xbcbingen, Germany.""",Germany
1702,29093164,"""Department of Hematology and Oncology, University Hospital of T\xc3\xbcbingen, 72076 T\xc3\xbcbingen, Germany.""",Germany
1703,29093164,"""Department of Obstetrics and Gynecology, University Hospital of T\xc3\xbcbingen, 72076 T\xc3\xbcbingen, Germany.""",Germany
1704,29093164,"""Institute of Pathology, University Hospital of T\xc3\xbcbingen, 72076 T\xc3\xbcbingen, Germany; annette.staebler@med.uni-tuebingen.de.""",Germany
1705,29093164,"""Department of Immunology, Institute of Cell Biology, University of T\xc3\xbcbingen, 72076 T\xc3\xbcbingen, Germany.""",Germany
1706,29093164,"""Quantitative Biology Center, University of T\xc3\xbcbingen, 72076 T\xc3\xbcbingen, Germany.""",Germany
1707,29093164,"""Department of General, Visceral and Transplant Surgery, University Hospital of T\xc3\xbcbingen, 72076 T\xc3\xbcbingen, Germany.""",Germany
1708,29093164,"""German Cancer Consortium (DKTK), German Cancer Research Center (DKFZ) partner site T\xc3\xbcbingen, 72076 T\xc3\xbcbingen, Germany.""",Germany
1709,29093164,"""Institute of Pathology, University Hospital of T\xc3\xbcbingen, 72076 T\xc3\xbcbingen, Germany.""",Germany
1710,29093164,"""Immatics Biotechnologies GmbH, 72076 T\xc3\xbcbingen, Germany.""",Germany
1711,29093164,"""Applied Bioinformatics, Center for Bioinformatics and Department of Computer Science, University of T\xc3\xbcbingen, 72074 T\xc3\xbcbingen, Germany.""",Germany
1712,29669837,"""Institute of Virology, Heinrich-Heine-University, University Hospital, Duesseldorf, Germany.""",Germany
1713,29669837,"""Sanquin, Amsterdam, The Netherlands.""",Netherlands
1714,29669837,"""CIBERehd and Departments of Biochemistry/Microbiology and Hepatology, Vall d&#x27;Hebron Hospital, University Aut\xc3\xb2noma de Barcelona (UAB), Barcelona, Spain.""",Spain
1715,29669837,"""German Center for Infection Research (DZIF), Munich and Hannover Sites, Braunschweig, Germany.""",Germany
1716,29669837,"""Institute of Virology, Technical University of Munich/Helmholtz Zentrum M\xc3\xbcnchen, Munich, Germany michael.roggendorf@tum.de.""",Germany
1717,29669837,"""Institute of Transfusion Medicine, University of Duisburg-Essen, University Hospital, Essen, Germany.""",Germany
1718,29669837,"""Institute of Virology, University Hospital of Essen, University of Duisburg-Essen, Essen, Germany.""",Germany
1719,29669837,"""Center for Integrated Protein Science Munich at the Department of Biosciences, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Freising, Germany.""",Germany
1720,29669837,"""Institute of Virology, Technical University of Munich/Helmholtz Zentrum M\xc3\xbcnchen, Munich, Germany.""",Germany
1721,29669837,"""Department of Medicine, Section of Infectious Diseases, University Medical Center Hamburg-Eppendorf, Hamburg, Germany.""",Germany
1722,29669837,"""University Hospital Munich-Grosshadern, Department of Medicine II, Munich, Germany.""",Germany
1723,29669837,"""Baqiyatallah Research Center for Gastroenterology and Liver Diseases, Baqiyatallah University of Medical Sciences, Tehran, Iran.""",Iran
1724,29669837,"""Department of Gastroenterology, Hepatology and Endocrinology, Hannover Medical School, Hannover, Germany.""",Germany
1725,29669837,"""Department of Medical Sciences, University of Turin, Turin, Italy.""",Italy
1726,29669837,"""Department of Bioinformatics, University of Duisburg-Essen, Essen, Germany.""",Germany
1727,29669837,"""Department of Virology, Iran University of Medical Sciences, Tehran, Iran.""",Iran
1728,29669837,"""University Hospital Freiburg, Department of Medicine II, University of Freiburg, Faculty of Medicine, Freiburg, Germany.""",Germany
1729,30001391,"""Charit\xc3\xa9 -Universit\xc3\xa4tsmedizin Berlin, corporate member of Freie Universit\xc3\xa4t Berlin, Humboldt-Universit\xc3\xa4t zu Berlin, and Berlin Institute of Health, Department of Dermatology, Venerology and Allergology, Clinical Research Group &#x27;Tumor Immunology&#x27;, Berlin, Germany.""",Germany
1730,30001391,"""Humboldt Universit\xc3\xa4t zu Berlin, Lebenswissenschaftliche Fakult\xc3\xa4t, Institut f\xc3\xbcr Biologie, Berlin, Germany.""",Germany
1731,29712860,"""Ludwig Institute for Cancer Research, Department of Fundamental Oncology, University of Lausanne, 1066 Epalinges, Switzerland; david.gfeller@unil.ch.""",Switzerland
1732,29712860,"""Ludwig Institute for Cancer Research, Nuffield Department of Clinical Medicine, University of Oxford, OX3 7DQ Oxford, United Kingdom.""",United Kingdom
1733,29712860,"""Swiss Institute of Bioinformatics, 1015 Lausanne, Switzerland.""",Switzerland
1734,29712860,"""Ludwig Institute for Cancer Research, Department of Fundamental Oncology, University of Lausanne, 1066 Epalinges, Switzerland.""",Switzerland
1735,29712860,"""Structural Genomics Consortium, Nuffield Department of Clinical Medicine, University of Oxford, OX3 7DQ Oxford, United Kingdom.""",United Kingdom
1736,29393594,"""Bioinformatics Knowledge Unit, The Lorry I. Lokey Interdisciplinary Center for Life Sciences and Engineering, Technion-Israel Institute of Technology, Haifa, Israel.""",Israel
1737,29393594,"""Department of Internal Medicine, University of Texas Southwestern Medical Center, Dallas, USA.""",United States
1738,29393594,"""Department of Biology, Technion-Israel Institute of Technology, Haifa, Israel.""",Israel
1739,29393594,"""Department of Biology and Biotechnology &quot;C. Darwin&quot;, Sapienza University of Rome, Rome, Italy.""",Italy
1740,29786170,"""The Jenner Institute, University of Oxford, Oxford, OX3 7FZ, UK.""",United Kingdom
1741,29786170,"""Target Discovery Institute, Nuffield Department of Medicine, Oxford, OX3 7FZ, UK.""",United Kingdom
1742,29786170,"""Nuffield Division of Clinical Laboratory Sciences, Radcliffe Department of Medicine, University of Oxford, Oxford, OX3 9DU, UK.""",United Kingdom
1743,30053426,"""Departments of Molecular and Cellular Physiology and Structural Biology, Stanford University School of Medicine, Stanford, CA 94305, USA.""",United States
1744,30053426,"""Department of Microbiology and Immunology, Stanford University School of Medicine, Stanford, CA 94305, USA.""",United States
1745,30053426,"""Department of Cellular and Molecular Pharmacology, University of California, San Francisco, San Francisco, CA 94143, USA; Howard Hughes Medical Institute, University of California, San Francisco, San Francisco, CA 94143, USA.""",United States
1746,30053426,"""Department of Cellular and Molecular Pharmacology, University of California, San Francisco, San Francisco, CA 94143, USA.""",United States
1747,30053426,"""Department of Microbiology and Immunology, Stanford University School of Medicine, Stanford, CA 94305, USA; Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, CA 94305, USA.""",United States
1748,30053426,"""Department of Chemistry, University of California, Berkeley, Berkeley, CA 94720, USA.""",United States
1749,30053426,"""Departments of Molecular and Cellular Physiology and Structural Biology, Stanford University School of Medicine, Stanford, CA 94305, USA; Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, CA 94305, USA. Electronic address: kcgarcia@stanford.edu.""",United States
1750,30053426,"""Departments of Molecular and Cellular Physiology and Structural Biology, Stanford University School of Medicine, Stanford, CA 94305, USA; Immunology Graduate Program, Stanford University School of Medicine, Stanford, CA 94305, USA.""",United States
1751,30053426,"""Department of Chemistry and Chemical Engineering, California Institute of Technology, Pasadena, CA 91125, USA; Materials and Process Simulation Center, California Institute of Technology, Pasadena, CA 91125, USA.""",United States
1752,30053426,"""Department of Chemistry and Chemical Engineering, California Institute of Technology, Pasadena, CA 91125, USA; Materials and Process Simulation Center, California Institute of Technology, Pasadena, CA 91125, USA; Institute for Systems Biology, Seattle, WA 98109, USA.""",United States
1753,30053426,"""Institute for Systems Biology, Seattle, WA 98109, USA.""",United States
1754,30053426,"""Department of Pathology, University of Utah School of Medicine, Salt Lake City, UT 84132, USA.""",United States
1755,30087334,"""Nuffield Department of Medicine Research Building, Roosevelt Drive, Nuffield Department of Medicine, University of Oxford, Oxford, OX3 7FZ, UK. geraldine.gillespie@ndm.ox.ac.uk.""",United Kingdom
1756,30087334,"""Vaccine and Gene Therapy Institute and Oregon National Primate Research Center, Oregon Health &amp; Science University, Beaverton, OR, 97006, USA.""",United States
1757,30087334,"""Department Molecular Oncology and Immunology, B6 Plesmanlaan 121, Amsterdam, 1066CX, The Netherlands.""",Netherlands
1758,30087334,"""Henry Wellcome Building for Molecular Physiology, University of Oxford, Oxford, OX3 7BN, UK.""",United Kingdom
1759,30087334,"""Nuffield Department of Medicine Research Building, Roosevelt Drive, Nuffield Department of Medicine, University of Oxford, Oxford, OX3 7FZ, UK.""",United Kingdom
1760,30087334,"""Division of Structural Biology, Wellcome Centre for Human Genetics, Roosevelt Drive, University of Oxford, Oxford, OX3 7BN, UK.""",United Kingdom
1761,30087334,"""Nuffield Department of Medicine Research Building, Roosevelt Drive, Nuffield Department of Medicine, University of Oxford, Oxford, OX3 7FZ, UK. andrew.mcmichael@ndm.ox.ac.uk.""",United Kingdom
1762,29769354,"""From the \xe2\x80\xa1Centro de Biolog\xc3\xada Molecular Severo Ochoa (CSIC-UAM), 28049 Madrid, Spain; aldecastro@cbm.csic.es.""",Spain
1763,29769354,"""\xc2\xb6Faculty of Biology, Technion - Israel Institute of Technology, Haifa 32000, Israel.""",Israel
1764,29769354,"""From the \xe2\x80\xa1Centro de Biolog\xc3\xada Molecular Severo Ochoa (CSIC-UAM), 28049 Madrid, Spain.""",Spain
1765,29769354,"""\xc2\xa7Department of Ophthalmology, University Medical Center Utrecht, The Netherlands.""",Netherlands
1766,30087171,"""Research Network of Immunity and Health (RNIH), Beijing Institutes of Life Science, University of Chinese Academy of Sciences, Beijing, China.""",China
1767,30087171,"""CAS Key Laboratory of Protein and Peptide Pharmaceuticals, Institute of Biophysics, Chinese Academy of Sciences (CAS), Beijing, China.""",China
1768,30087171,"""Shenzhen Key Laboratory of Pathogen and Immunity, State Key Discipline of Infectious Disease, Shenzhen Third People&#x27;s Hospital, Shenzhen, China.""",China
1769,30087171,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences (CAS), Beijing, China wap@ism.cams.cn gaof@im.ac.cn liujun@ivdc.chinacdc.cn.""",China
1770,30087171,"""College of Laboratory Medicine and Life Sciences, Wenzhou Medical University, Wenzhou, China wap@ism.cams.cn gaof@im.ac.cn liujun@ivdc.chinacdc.cn.""",China
1771,30087171,"""Center for Systems Medicine, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.""",China
1772,30087171,"""College of Laboratory Medicine and Life Sciences, Wenzhou Medical University, Wenzhou, China.""",China
1773,30087171,"""Key Laboratory of Surveillance and Early Warning on Infectious Disease, Division of Infectious Disease, Chinese Center for Disease Control and Prevention, Beijing, China.""",China
1774,30087171,"""Laboratory of Protein Engineering and Vaccine, Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences, Tianjin, China.""",China
1775,30087171,"""Suzhou Institute of Systems Medicine, Suzhou, China.""",China
1776,30087171,"""Center for Systems Medicine, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China wap@ism.cams.cn gaof@im.ac.cn liujun@ivdc.chinacdc.cn.""",China
1777,30087171,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences (CAS), Beijing, China.""",China
1778,30087171,"""Key Laboratory of Medical Virology, Ministry of Health, National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention (China CDC), Beijing, China.""",China
1779,30087171,"""Center for Influenza Research and Early-Warning (CASCIRE), Chinese Academy of Sciences, Beijing, China.""",China
1780,29950410,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences (CAS), Beijing, China liujun@ivdc.chinacdc.cn mengsd@im.ac.cn.""",China
1781,29950410,"""Shenzhen Key Laboratory of Pathogen and Immunity, Shenzhen Third People&#x27;s Hospital, Shenzhen, China.""",China
1782,29950410,"""Department of Pathology and Hepatology, Beijing 302 Hospital, Beijing, China.""",China
1783,29950410,"""NHC Key Laboratory of Medical Virology and Viral Diseases, National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing, China liujun@ivdc.chinacdc.cn mengsd@im.ac.cn.""",China
1784,29950410,"""Research Center for Clinical and Translational Medicine/Institute of Infectious Diseases, Beijing 302 Hospital, Beijing, China.""",China
1785,29950410,"""Research Network of Immunity and Health (RNIH), Beijing Institutes of Life Science, Chinese Academy of Sciences, Beijing, China.""",China
1786,29950410,"""University of Chinese Academy of Sciences, Beijing, China.""",China
