,pmid,aff,year,country,institution_type
1785,29950410,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences (CAS), Beijing, China.""",2018,China,institute
1786,29950410,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences (CAS), Beijing, China liujun@ivdc.chinacdc.cn mengsd@im.ac.cn.""",2018,China,institute
1787,29950410,"""University of Chinese Academy of Sciences, Beijing, China.""",2018,China,university
1788,29950410,"""Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing, China.""",2018,China,institute
1789,29950410,"""Research Network of Immunity and Health (RNIH), Beijing Institutes of Life Science, Chinese Academy of Sciences, Beijing, China.""",2018,China,institute
1790,21645925,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China.""",2011,China,institute
1791,21943705,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China.""",2011,China,institute
1792,15537658,"""Institut f\xc3\xbcr Chemie/Kristallographie, Freie Universit\xc3\xa4t Berlin, 14195 Berlin, Germany, Cellectis, 93235 Romainville, France.""",2005,France,university
1793,25028510,"""From the Department of Medical Genome Sciences, Graduate School of Frontier Sciences, The University of Tokyo, Tokyo 277-8562, Japan, Department of Bioengineering, Graduate School of Engineering, The University of Tokyo, Tokyo 108-8693, Japan, Medical Proteomics Laboratory, Institute of Medical Science, The University of Tokyo, Tokyo 108-8693, Japan, and tsumoto@k.u-tokyo.ac.jp.""",2014,Japan,university
1794,25028510,"""From the Department of Medical Genome Sciences, Graduate School of Frontier Sciences, The University of Tokyo, Tokyo 277-8562, Japan.""",2014,Japan,university
1795,25028510,"""Bioorganic Research Institute, Suntory Foundation for Life Sciences, Osaka 618-8503, Japan sugase@sunbor.or.jp.""",2014,Japan,institute
1796,25028510,"""Center for AIDS Research, Kumamoto University, Kumamoto 860-0811, Japan, International Research Center for Medical Sciences (IRCMS), Kumamoto University, Kumamoto 860-0811, Japan.""",2014,Japan,university
1797,25028510,"""Research Network of Immunity and Health, Beijing Institute of Life Science, Chinese Academy of Sciences, Beijing 100101, China, CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China.""",2014,China,institute
1798,27254288,"""Department of Biology and Biotechnology &quot;C. Darwin&quot;, Sapienza University, Rome, Italy.""",2016,Italy,university
1799,27254288,"""2nd Chair of Rheumatology, Department of Medical Sciences, University of Cagliari, Cagliari, Italy.""",2016,Italy,university
1800,30242172,"""Department of Epidemiology, Rajendra Memorial Research Institute of Medical Sciences, Agamkuan, Patna, 800007, Bihar, India.""",2018,India,university
1801,30242172,"""Department of Molecular Parasitology, Rajendra Memorial Research Institute of Medical Sciences, Agamkuan, Patna, 800007, Bihar, India. drpradeep.das@gmail.com.""",2018,India,university
1802,30242172,"""Department of Clinical Biochemistry, Rajendra Memorial Research Institute of Medical Sciences, Agamkuan, Patna, 800007, Bihar, India.""",2018,India,university
1803,30242172,"""BioMedical Informatics Centre, ICMR-Regional Medical Research Centre, Bhubaneswar, 751023, Odisha, India.""",2018,India,institute
1804,30242172,"""Department of Clinical Medicine, Rajendra Memorial Research Institute of Medical Sciences, Agamkuan, Patna, 800007, Bihar, India.""",2018,India,university
1805,30242172,"""BioMedical Informatics Division, Rajendra Memorial Research Institute of Medical Sciences, Agamkuan, Patna, 800007, Bihar, India.""",2018,India,institute
1806,30242172,"""Biotechnology Laboratory, ICAR-Central Inland Fisheries Research Institute, Barrackpore, Kolkata, 700120, West Bengal, India.""",2018,India,institute
1807,30242172,"""Department of Immunology, Rajendra Memorial Research Institute of Medical Sciences, Agamkuan, Patna, 800007, Bihar, India.""",2018,India,university
1808,30242172,"""Department of Microbiology, All India Institute of Medical Sciences, Patna, 801507, Bihar, India.""",2018,India,university
1809,27869121,"""Institute for Medical Microbiology, Immunology and Hygiene, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Trogerstr. 30, Munich 81675, Germany.""",2016,Germany,university
1810,27869121,"""Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Am Klopferspitz 18, Martinsried 82152, Germany.""",2016,Germany,university
1811,27869121,"""IIIrd Medical Department, Klinikum rechts der Isar, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Ismaningerstr. 22, Munich 81675, Germany.""",2016,Germany,university
1812,27869121,"""Surgery Department, Klinikum rechts der Isar, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Ismaningerstr. 22, Munich, 81675, Germany.""",2016,Germany,university
1813,27869121,"""IInd Medical Department, Klinikum rechts der Isar, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Ismaningerstr. 22, Munich 81675, Germany.""",2016,Germany,university
1814,27869121,"""Institute of Pathology, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Ismaningerstr. 22, Munich 81675, Germany.""",2016,Germany,university
1815,27869121,"""German Cancer Consortium of Translational Cancer Research (DKTK) and German Cancer Research Center (DKFZ), Heidelberg 69120, Germany.""",2016,Germany,institute
1816,27869121,"""MRI-TUM-Biobank at the Institute of Pathology, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Ismaningerstr. 22, Munich 81675, Germany.""",2016,Germany,university
1817,27869121,"""Dermatology Department, Klinikum rechts der Isar, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Biedersteiner Str 29, Munich 80802, Germany.""",2016,Germany,university
1818,30128813,"""Institute for Transfusion Medicine, Hannover Medical School, Hannover, Germany.""",2018,Germany,university
1819,30128813,"""Institute for Transfusion Medicine, Hannover Medical School, Hannover, Germany. bade-doeding.christina@mh-hannover.de.""",2018,Germany,university
1820,30224695,"""Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, USA.""",2018,United States,university
1821,30224695,"""Department of Surgery, Cardinal Bernardin Cancer Center, Loyola University Chicago, Maywood, IL, USA.""",2018,United States,university
1822,30224695,"""Department of Structural Biology, Stanford University School of Medicine, Stanford, CA, USA.""",2018,United States,university
1823,30224695,"""Harper Cancer Research Institute, University of Notre Dame, Notre Dame, IN, USA.""",2018,United States,university
1824,30224695,"""Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, USA. brian-baker@nd.edu.""",2018,United States,university
1825,30224695,"""Harper Cancer Research Institute, University of Notre Dame, Notre Dame, IN, USA. brian-baker@nd.edu.""",2018,United States,university
1826,30224695,"""Department of Molecular and Cellular Biochemistry, University of Kentucky, Lexington, KY, USA.""",2018,United States,university
1827,30224695,"""Department of Molecular and Cellular Physiology, Stanford University School of Medicine, Stanford, CA, USA.""",2018,United States,university
1828,30302345,"""Institute for Laboratory and Transfusion Medicine, Heart and Diabetes Center North Rhine-Westphalia, Ruhr University Bochum, Georgstra\xc3\x9fe 11, 32545 Bad Oeynhausen, Germany.""",2018,Germany,university
1829,30302345,"""Institute for Transfusion Medicine, Hannover Medical School, Carl-Neuberg-Str. 1, 30625 Hannover, Germany.""",2018,Germany,university
1830,30302345,"""Department of Cellular Logistics, Max Planck Institute for Biophysical Chemistry, Am Fassberg 11, 37077 G\xc3\xb6ttingen, Germany.""",2018,Germany,university
1831,30192525,"""Information and Communications Technologies , National Research Council Canada , 1200 Montreal Road , Ottawa , Ontario , Canada , K1A 0R6.""",2018,Canada,private
1832,30192525,"""Human Health Therapeutics Research Centre , National Research Council Canada , 100 Sussex Drive , Ottawa , Ontario , Canada , K1A 0R6.""",2018,Canada,institute
1833,22706990,"""Institute for Transfusion Medicine, Hannover Medical School, Carl-Neuberg-Str. 1, 30625 Hannover, Germany.""",2012,Germany,university
1834,10513815,"""Consejo Superior de Investigaciones Cient\xc3\xadficas, Madrid, Spain.""",1999,Spain,private
1835,8155602,"""Department of Tumor Biology, University of Tokyo, Japan.""",1994,Japan,university
1836,16216671,"""Department of Pathobiology and Diagnostic Investigation, Michigan State University, East Lansing, MI, USA.""",2005,United States,university
1837,1546328,"""Department of Chemistry, University of Virginia, Charlottesville 22903.""",1992,United States,university
1838,30365927,"""Cancer Immunology and Immunotherapy Centre, Institute of Immunology and Immunotherapy, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK. Electronic address: b.willcox@bham.ac.uk.""",2019,United Kingdom,university
1839,30365927,"""Cancer Immunology and Immunotherapy Centre, Institute of Immunology and Immunotherapy, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK; School of Natural and Social Science, University of Gloucestershire, Cheltenham, GL50 4AZ, UK.""",2019,United Kingdom,university
1840,30365927,"""Cancer Immunology and Immunotherapy Centre, Institute of Immunology and Immunotherapy, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK.""",2019,United Kingdom,university
1841,30341185,"""Department of Veterinary Medicine, University of Cambridge, Cambridge CB2 1QP, United Kingdom; and.""",2018,United Kingdom,university
1842,30341185,"""School of Laboratory Medicine and Life Sciences, Wenzhou Medical University, Wenzhou 325035, China; liujun@ivdc.chinacdc.cn gaof@im.ac.cn jfk31@cam.ac.uk.""",2018,China,university
1843,30341185,"""Department of Pathology, University of Cambridge, Cambridge CB2 1QP, United Kingdom; liujun@ivdc.chinacdc.cn gaof@im.ac.cn jfk31@cam.ac.uk.""",2018,China,university
1844,30341185,"""NHC Key Laboratory of Medical Virology and Viral Diseases, National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing 102206, China.""",2018,China,institute
1845,30341185,"""China Research Network of Immunity and Health, Beijing Institutes of Life Science Chinese Academy of Sciences, Beijing 100101, China.""",2018,China,institute
1846,30341185,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China.""",2018,China,institute
1847,30341185,"""State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin 150001, China.""",2018,China,institute
1848,30341185,"""School of Laboratory Medicine and Life Sciences, Wenzhou Medical University, Wenzhou 325035, China.""",2018,China,university
1849,30341185,"""College of Veterinary Medicine, China Agricultural University, Beijing 100193, China.""",2018,China,university
1850,30341185,"""Key Laboratory of Veterinary Bioproduction and Chemical Medicine of the Ministry of Agriculture, Engineering and Technology Research Center for Beijing Veterinary Peptide Vaccine Design and Preparation, Zhongmu Institutes of China Animal Husbandry Industry Co. Ltd., Beijing 100095, China.""",2018,China,institute
1851,8265661,"""Max-Planck-Institut f\xc3\xbcr Biologie, Abteilung Immungenetik, T\xc3\xbcbingen, Germany.""",1993,Germany,institute
1852,12750860,"""Department of Biology, Technion, Israel Institute of Technology, 32000, Haifa , Israel. admon@tx.technion.ac.il.""",2003,Israel,university
1853,12750860,"""IBM Research Laboratory, Haifa, Israel.""",2003,Israel,private
1854,12750860,"""Department of Biology, Technion, Israel Institute of Technology, 32000, Haifa , Israel.""",2003,Israel,university
1855,14978097,"""Department of Microbiology and Immunology, University of Oklahoma Health Sciences Center, Oklahoma City, OK 73104, USA.""",2004,United States,university
1856,27514473,"""Department of Microbiology and Immunology, University of Illinois at Chicago, College of Medicine, Chicago, IL 60612 USA.""",2016,Israel,university
1857,27514473,"""INSERM, Unit\xc3\xa9 1151; CNRS, Unit\xc3\xa9 8352; Universit\xc3\xa9 Paris Descartes, 75015 Paris, France.""",2016,France,university
1858,29908955,"""Army Tuberculosis Prevention and Control Key Laboratory, Beijng Key Laboratory of New Techniques of Tuberculosis Diagnosis and Treatment, Institute for Tuberculosis Research, The 309th Hospital of Chinese PLA, Beijing 100091, PR China.""",2018,China,hospital
1859,29908955,"""Army Tuberculosis Prevention and Control Key Laboratory, Beijng Key Laboratory of New Techniques of Tuberculosis Diagnosis and Treatment, Institute for Tuberculosis Research, The 309th Hospital of Chinese PLA, Beijing 100091, PR China. Electronic address: wu-xueqiong@263.net.""",2018,China,hospital
1860,29908955,"""Institute for Organ Transplantation, The 309th Hospital of Chinese PLA, Beijing 100091, PR China.""",2018,China,hospital
1861,30410026,"""Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, VIC, 3800, Australia.""",2018,Australia,university
1862,30410026,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Monash Biomedicine Discovery Institute, Monash University, Clayton, VIC, 3800, Australia.""",2018,Australia,university
1863,30410026,"""Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, VIC, 3800, Australia. julian.vivian@monash.edu.""",2018,Australia,university
1864,30410026,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Monash Biomedicine Discovery Institute, Monash University, Clayton, VIC, 3800, Australia. julian.vivian@monash.edu.""",2018,Australia,university
1865,30410026,"""Department of Molecular and Cellular Physiology, School of Medicine, Stanford University, Stanford, 94305, CA, USA.""",2018,United States,university
1866,30410026,"""Institute of Infection and Immunity, Cardiff University School of Medicine, Heath Park, Cardiff, CF14 4XN, UK.""",2018,United Kingdom,university
1867,30410026,"""Calico Life Sciences LLC, South San Francisco, 94080, CA, USA.""",2018,United States,private
1868,30410026,"""Department of Genetics, School of Medicine, Stanford University, Stanford, 94305, CA, USA.""",2018,United States,university
1869,30410026,"""Institute for Molecular Engineering and Department of Biochemistry &amp; Molecular Biology, University of Chicago, Chicago, 60637, IL, USA.""",2018,United States,university
1870,30410026,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Monash Biomedicine Discovery Institute, Monash University, Clayton, VIC, 3800, Australia. anthony.purcell@monash.edu.""",2018,Australia,university
1871,30410026,"""Departments of Structural Biology and Microbiology &amp; Immunology, School of Medicine, Stanford University, Stanford, 94305, CA, USA.""",2018,United States,university
1872,30410026,"""Department of Microbiology and Immunology, Peter Doherty Institute for Infection and Immunity, University of Melbourne, Parkville, VIC, 3010, Australia.""",2018,Australia,university
1873,18446792,"""Department of Immunology, Institute for Cell Biology, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany.""",2008,Germany,university
1874,30552102,"""Department of Biochemistry and Molecular Biology, University of Chicago, Chicago, IL, USA.""",2018,United States,university
1875,30552102,"""Department of Immunology, University of Toronto, Toronto, ON, Canada.""",2018,Canada,university
1876,30552102,"""Department of Biochemistry and Molecular Biology, University of Chicago, Chicago, IL, USA. jczp@sri.utoronto.ca ejadams@uchicago.edu.""",2018,United States,university
1877,30552102,"""Sunnybrook Research Institute, Toronto, ON, Canada. jczp@sri.utoronto.ca ejadams@uchicago.edu.""",2018,Canada,institute
1878,30552102,"""Princess Margaret Cancer Center, University Health Network, Toronto, ON, Canada.""",2018,Canada,university
1879,30552102,"""Sunnybrook Research Institute, Toronto, ON, Canada.""",2018,Canada,institute
1880,30622521,"""Clinic and Research Center of Tuberculosis, Shanghai Key Laboratory of Tuberculosis, Shanghai Pulmonary Hospital, Tongji University School of Medicine, Shanghai, China.""",2018,China,hospital
1881,30622521,"""Department of Microbiology and Immunology, Shanghai Institute of Immunology, Shanghai Jiao Tong University School of Medicine, Shanghai, China.""",2018,China,university
1882,30622521,"""Shanghai-MOST Key Laboratory of Health and Disease Genomics, Chinese National Human Genome Center at Shanghai, Shanghai, China.""",2018,China,private
1883,30622521,"""School of Life Science and Technology, Changchun University of Science and Technology, Changchun, China.""",2018,China,university
1884,30524438,"""Discovery Chemistry and Technology, AbbVie North Chicago, IL, United States.""",2018,United States,private
1885,30429286,"""Department of Oncology, Ludwig Institute for Cancer Research, University Hospital of Lausanne, 1011 Lausanne, Switzerland; and.""",2018,Switzerland,hospital
1886,30429286,"""Department of Oncology, Ludwig Institute for Cancer Research, University of Lausanne, 1066 Epalinges, Switzerland.""",2018,Switzerland,university
1887,30429286,"""Department of Oncology, Ludwig Institute for Cancer Research, University of Lausanne, 1066 Epalinges, Switzerland; david.gfeller@unil.ch.""",2018,Switzerland,university
1888,30429286,"""Swiss Institute of Bioinformatics, 1015 Lausanne, Switzerland.""",2018,Switzerland,institute
1889,30429286,"""Service of Neurosurgery, University Hospital of Lausanne, 1011 Lausanne, Switzerland.""",2018,Switzerland,hospital
1890,30575715,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, Monash University, Clayton, VIC, 3800, Australia.""",2018,Australia,university
1891,30575715,"""ARC Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton, VIC, 3800, Australia. stephanie.gras@monash.edu.""",2018,Australia,university
1892,30575715,"""Department of Microbiology and Immunology, The University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Melbourne, VIC, 3010, Australia. kkedz@unimelb.edu.au.""",2018,Australia,university
1893,30575715,"""Department of Biochemistry and Genetics, La Trobe Institute of Molecular Science, La Trobe University, Bundoora, 3084, VIC, Australia.""",2018,Australia,university
1894,30575715,"""ARC Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton, VIC, 3800, Australia.""",2018,Australia,university
1895,30575715,"""Institute of Infection and Immunity, School of Medicine, Cardiff University, Cardiff, CF14 4XN, UK.""",2018,United Kingdom,university
1896,30575715,"""Department of Microbiology and Immunology, The University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Melbourne, VIC, 3010, Australia.""",2018,Australia,university
1897,30575715,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, Monash University, Clayton, VIC, 3800, Australia. stephanie.gras@monash.edu.""",2018,Australia,university
1898,30711514,"""Sorbonne Universit\xc3\xa9, Inserm, CNRS, Centre d&#x27;Immunologie et des Maladies Infectieuses (CIMI-Paris), Paris, France. Electronic address: vincent.vieillard@sorbonne-universite.fr.""",2019,France,university
1899,30711514,"""Sorbonne Universit\xc3\xa9, Inserm, CNRS, Centre d&#x27;Immunologie et des Maladies Infectieuses (CIMI-Paris), Paris, France.""",2019,France,university
1900,30711514,"""Sorbonne Universit\xc3\xa9, Inserm, CNRS, Centre d&#x27;Immunologie et des Maladies Infectieuses (CIMI-Paris), Paris, France; Metabiota, San Francisco, CA, USA.""",2019,United States,university
1901,30711514,"""Kenema Government Hospital, Kenema, Sierra Leone.""",2019,Sierra Leone,hospital
1902,25958206,"""Department of Pathology, Southwest Hospital, Third Military Medical University, Chongqing 400038, China.""",2015,China,hospital
1903,25958206,"""Department of Phsiology, North Sichuan Medical College, NanChong 637007, China.""",2015,China,university
1904,25958206,"""Department of Endocrinology, Southwest Hospital, Third Military Medical University, Chongqing 400038, China.""",2015,China,hospital
1905,25958206,"""Department of Pharmaceutical Analysis and Analytical Chemistry, College of Pharmacy, Third Military Medical University, Chongqing 400038, China. Electronic address: zhangmengjunyy@126.com.""",2015,China,university
1906,25958206,"""Institute of Immunology PLA, Third Military Medical University, Chongqing 400038, China. Electronic address: liwang118@tmmu.edu.cn.""",2015,China,university
1907,25958206,"""Institute of Immunology PLA, Third Military Medical University, Chongqing 400038, China.""",2015,China,university
1908,29467338,"""Department of Pediatrics, Memorial Sloan Kettering Cancer Center, New York, New York, USA.""",2018,United States,university
1909,29467338,"""Eureka Therapeutics, Emeryville, California, USA.""",2018,United States,private
1910,30315122,"""Jenner Institute, University of Oxford, Oxford OX3 7FZ, UK.""",2018,United Kingdom,university
1911,30315122,"""Monash Centre for Data Science, Faculty of Information Technology, Monash University, Melbourne, Victoria 3800, Australia.""",2018,Australia,university
1912,30315122,"""Institute of Infection and Immunity, Cardiff University School of Medicine,Heath Park, Cardiff CF14 4XN, UK.""",2018,United Kingdom,university
1913,30315122,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, Monash University, Clayton, Victoria 3800, Australia. anthony.purcell@monash.edu nathan.croft@monash.edu.""",2018,Australia,university
1914,30315122,"""Department of Biology, Institute of Molecular Systems Biology,ETH Zurich, Zurich 8093, Switzerland.""",2018,Switzerland,university
1915,30315122,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, Monash University, Clayton, Victoria 3800, Australia.""",2018,Australia,university
1916,30315122,"""Australian Research Council Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton, Victoria 3800, Australia.""",2018,Australia,university
1917,30315122,"""Centre for Innate Immunity and Infectious Diseases, Hudson Institute of Medical Research and Department of Molecular and Translational Science, School of Clinical Science, Monash University, Clayton, Victoria 3168, Australia.""",2018,Australia,university
1918,30617019,"""Department of Chemistry and Biochemistry and the Harper Cancer Research Institute, University of Notre Dame, Notre Dame, IN, USA. Electronic address: brian-baker@nd.edu.""",2019,United States,university
1919,30617019,"""Department of Surgery and the Cardinal Bernardin Cancer Center, Loyola University of Chicago, Maywood, IL, USA.""",2019,United States,university
1920,30617019,"""Department of Molecular and Cellular Biochemistry, University of Kentucky, Lexington, KY, USA.""",2019,United States,university
1921,30617019,"""Department of Chemistry and Biochemistry and the Harper Cancer Research Institute, University of Notre Dame, Notre Dame, IN, USA.""",2019,United States,university
1922,30828331,"""Department of Cell and Molecular Biology, Institute for Immunology and Informatics, University of Rhode Island, Providence, RI, United States.""",2019,United States,university
1923,30828331,"""Department of Biomedical Sciences, Colorado State University, Fort Collins, CO, United States.""",2019,United States,university
1924,30828331,"""EpiVax, Inc., Providence, RI, United States.""",2019,United States,private
1925,30828331,"""Vaccine and Immunotherapy Center, Massachusetts General Hospital, Boston, MA, United States.""",2019,United States,hospital
1926,30828331,"""InnatOss Laboratories B.V., Oss, Netherlands.""",2019,Netherlands,private
1927,30828331,"""Department of Medicine, Yale University School of Medicine, New Haven, CT, United States.""",2019,United States,university
1928,30114007,"""Perlmutter Cancer Center at NYU Langone Medical Center, New York, New York, USA.""",2018,United States,private
1929,30114007,"""Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA.""",2018,United States,institute
1930,30114007,"""Department of Genetics and Biology, Stanford University, Stanford, California, USA.""",2018,United States,university
1931,30114007,"""Philochem AG, Otelfingen, Switzerland.""",2018,Switzerland,private
1932,30114007,"""Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.""",2018,United States,university
1933,29789417,"""University of T\xc3\xbcbingen, Quantitative Biology Center (QBiC), T\xc3\xbcbingen, Germany.""",2018,Germany,university
1934,29789417,"""University of Greifswald, Institute of Microbiology, Greifswald, Germany.""",2018,Germany,university
1935,29789417,"""University of T\xc3\xbcbingen, Center for Bioinformatics, T\xc3\xbcbingen, Germany.""",2018,Germany,university
1936,29789417,"""University of T\xc3\xbcbingen, Interfaculty Institute for Cell Biology, Department of Immunology, T\xc3\xbcbingen, Germany.""",2018,Germany,university
1937,29789417,"""University Hospital T\xc3\xbcbingen, Department of General, Visceral and Transplant Surgery, T\xc3\xbcbingen, Germany.""",2018,Germany,hospital
1938,29789417,"""University Hospital T\xc3\xbcbingen, Department of Oncology, Hematology, Immunology, Rheumatology and Pulmonology, T\xc3\xbcbingen, Germany.""",2018,Germany,hospital
1939,29789417,"""University of T\xc3\xbcbingen, Interfaculty Institute for Cell Biology, Department of Immunology, T\xc3\xbcbingen, Germany. markus.loeffler@uni-tuebingen.de.""",2018,Germany,university
1940,29789417,"""Max Planck Institute for Developmental Biology, Biomolecular Interactions, T\xc3\xbcbingen, Germany.""",2018,Germany,institute
1941,29789417,"""Pathologie Ingolstadt, Ingolstadt, Germany.""",2018,Germany,private
1942,29789417,"""German Cancer Consortium (DKTK) and German Cancer Research Center (DKFZ) Partner Site T\xc3\xbcbingen, T\xc3\xbcbingen, Germany.""",2018,Germany,institute
1943,30930889,"""T-Cell Modulation Group, Division of Infection and Immunity, Cardiff University School of Medicine, Cardiff, United Kingdom.""",2019,United Kingdom,university
1944,30930889,"""Systems Immunity Research Institute, Cardiff University School of Medicine, Cardiff, United Kingdom.""",2019,United Kingdom,university
1945,30930889,"""Immunocore LTD, Oxford, United Kingdom.""",2019,United Kingdom,private
1946,30930889,"""Department of Hematology and Oncology, Center for Cancer Immune Therapy, Herlev Hospital, University of Copenhagen, Herlev, Denmark.""",2019,Denmark,hospital
1947,29242379,"""From the \xe2\x80\xa1Ludwig Institute for Cancer Research, University of Lausanne, 1066 Epalinges, Switzerland.""",2018,Switzerland,university
1948,29242379,"""\xe2\x80\x96Vital IT, Swiss Institute of Bioinformatics, 1015 Lausanne, Switzerland.""",2018,Switzerland,institute
1949,29242379,"""\xc2\xb6Service of Neurosurgery, University Hospital of Lausanne, 1011 Lausanne, Switzerland.""",2018,Switzerland,hospital
1950,29242379,"""From the \xe2\x80\xa1Ludwig Institute for Cancer Research, University of Lausanne, 1066 Epalinges, Switzerland; Michal.bassani@chuv.ch.""",2018,Switzerland,university
1951,29242379,"""**Swiss Institute of Bioinformatics, 1015 Lausanne, Switzerland.""",2018,Switzerland,institute
1952,29242379,"""\xc2\xa7Department of Oncology, University Hospital of Lausanne, 1011 Lausanne, Switzerland.""",2018,Switzerland,hospital
1953,10203015,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa, Consejo Superior de Investigaciones Cient\xc3\xadficas, Universidad Aut\xc3\xb3noma de Madrid, Cantoblanco, Spain.""",1999,Spain,university
1954,8805247,"""Abteilung Tumorvirus-Immunologie (0620), Deutsches Krebsforschungszentrum, Im Neuenheimer Feld 242, 69120 Heidelberg, Germany.""",1996,Germany,private
1955,30664876,"""La Jolla Institute of Immunology, La Jolla, California.""",2019,United States,institute
1956,30664876,"""Laboratory of Cardiac Physiology, Cardiovascular Branch, National Heart, Lung and Blood Institute, National Institutes of Health, US Department of Health and Human Services, Bethesda, Maryland.""",2019,United States,university
1957,30664876,"""Immunology Section, Liver Diseases Branch, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, US Department of Health and Human Services, Bethesda, Maryland.""",2019,United States,university
1958,30664876,"""Translational Hepatology Section, Liver Diseases Branch, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, US Department of Health and Human Services, Bethesda, Maryland.""",2019,United States,university
1959,30664876,"""Immunology Section, Liver Diseases Branch, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, US Department of Health and Human Services, Bethesda, Maryland. Electronic address: Rehermann@nih.gov.""",2019,United States,university
1960,30784271,"""Netherlands Proteomics Centre , Padualaan 8 , 3584 CH Utrecht , The Netherlands.""",2019,Netherlands,private
1961,30784271,"""Biomolecular Mass Spectrometry and Proteomics, Bijvoet Center for Biomolecular Research and Utrecht Institute for Pharmaceutical Sciences , Utrecht University , Padualaan 8 , 3584 CH Utrecht , The Netherlands.""",2019,Netherlands,university
1962,30817223,"""Departamento de Bioqu\xc3\xadmica y Biolog\xc3\xada Molecular, Facultad de Farmacia, Universidade de Santiago de Compostela, Santiago de Compostela, Spain.""",2019,Spain,university
1963,30817223,"""Servicio de Endocrinolog\xc3\xada y Nutrici\xc3\xb3n, Complejo Hospitalario Universitario de Santiago de Compostela (CHUS)-Hospital de Conxo, Santiago de Compostela, Spain; and.""",2019,Spain,hospital
1964,30817223,"""Departamento de Biolog\xc3\xada Funcional, Centro de Investigaci\xc3\xb3n en Biolox\xc3\xada (CIBUS), Universidade de Santiago de Compostela, Santiago de Compostela, Spain.""",2019,Spain,university
1965,30817223,"""Departamento de Inmunolog\xc3\xada, Facultad de Medicina, Universidad Complutense de Madrid, Madrid, Spain.""",2019,Spain,university
1966,30817223,"""Servicio de Inmunolog\xc3\xada, Hospital Cl\xc3\xadnico Universitario, Complejo Hospitalario Universitario de Santiago de Compostela (CHUS), Santiago de Compostela, Spain.""",2019,Spain,hospital
1967,30941482,"""Institute for Transfusion Medicine, Hannover Medical School, Carl-Neuberg-Str. 1, 30625, Hannover, Germany.""",2019,Germany,university
1968,30941482,"""Department of Cellular Logistics, Max Planck Institute for Biophysical Chemistry, Am Fassberg 11, 37077, G\xc3\xb6ttingen, Germany.""",2019,Germany,university
1969,30941482,"""Institute for Transfusion Medicine, Hannover Medical School, Carl-Neuberg-Str. 1, 30625, Hannover, Germany. bade-doeding.christina@mh-hannover.de.""",2019,Germany,university
